,geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng,geometry
1513,2809,sao paulo,SP,-23.471992766511626,-46.70346098348838,POINT (-46.70346098348838 -23.47199276651163)
1514,2809,são paulo,SP,-23.471512214545452,-46.70405318727273,POINT (-46.70405318727273 -23.47151221454545)
1515,2810,sao paulo,SP,-23.449853879499997,-46.715187765500005,POINT (-46.7151877655 -23.4498538795)
1516,2810,são paulo,SP,-23.454332093333335,-46.71529050666666,POINT (-46.71529050666666 -23.45433209333333)
1517,2811,sao paulo,SP,-23.476108099999998,-46.70274645,POINT (-46.70274645 -23.4761081)
1518,2811,são paulo,SP,-23.4754102,-46.70332726,POINT (-46.70332726 -23.4754102)
1519,2812,sao paulo,SP,-23.482865022499997,-46.696452370833335,POINT (-46.69645237083333 -23.4828650225)
1520,2812,são paulo,SP,-23.46145437,-46.71310449,POINT (-46.71310449 -23.46145437)
1521,2813,sao paulo,SP,-23.450764996923077,-46.71180467230769,POINT (-46.71180467230769 -23.45076499692308)
1522,2813,são paulo,SP,-23.44948139,-46.71200076,POINT (-46.71200076 -23.44948139)
1523,2814,sao paulo,SP,-23.457975334400004,-46.70794746760001,POINT (-46.70794746760001 -23.4579753344)
1524,2814,são paulo,SP,-23.45820236,-46.70610722,POINT (-46.70610722 -23.45820236)
1525,2815,sao paulo,SP,-23.444941101176468,-46.714572644117645,POINT (-46.71457264411764 -23.44494110117647)
1526,2815,são paulo,SP,-23.445603024999997,-46.714727620000005,POINT (-46.71472762000001 -23.445603025)
1527,2816,sao paulo,SP,-23.461222553333332,-46.705434663333335,POINT (-46.70543466333334 -23.46122255333333)
1528,2816,são paulo,SP,-23.46164615,-46.70954788,POINT (-46.70954788 -23.46164615)
1529,2817,sao paulo,SP,-23.4632298275,-46.702440849999995,POINT (-46.70244085 -23.4632298275)
1530,2820,sao paulo,SP,-23.45440742,-46.70864887294117,POINT (-46.70864887294117 -23.45440742)
1531,2820,são paulo,SP,-23.4459322775,-46.710418482499996,POINT (-46.7104184825 -23.4459322775)
1532,2829,sao paulo,SP,-23.49505725,-46.70260061,POINT (-46.70260061 -23.49505725)
1533,2831,sao paulo,SP,-23.47789101891892,-46.69176049378378,POINT (-46.69176049378378 -23.47789101891892)
1534,2831,são paulo,SP,-23.480277195999996,-46.691448685999994,POINT (-46.69144868599999 -23.480277196)
1535,2832,sao paulo,SP,-23.48124342882353,-46.69371680705882,POINT (-46.69371680705882 -23.48124342882353)
1536,2832,são paulo,SP,-23.480669035,-46.6936552,POINT (-46.6936552 -23.480669035)
1537,2833,sao paulo,SP,-23.478010346666668,-46.69279024666667,POINT (-46.69279024666667 -23.47801034666667)
1538,2833,são paulo,SP,-23.4785245,-46.69128,POINT (-46.69128 -23.4785245)
1539,2834,sao paulo,SP,-23.475581090555547,-46.69284279333333,POINT (-46.69284279333333 -23.47558109055555)
1540,2834,são paulo,SP,-23.47430837666667,-46.692779449999996,POINT (-46.69277945 -23.47430837666667)
1541,2835,sao paulo,SP,-23.471509994666672,-46.694551696,POINT (-46.694551696 -23.47150999466667)
1542,2836,sao paulo,SP,-23.472625320555554,-46.69686551666666,POINT (-46.69686551666666 -23.47262532055555)
1543,2836,são paulo,SP,-23.471662873999996,-46.696139988,POINT (-46.696139988 -23.471662874)
1544,2837,sao paulo,SP,-23.464168555000008,-46.69966880678571,POINT (-46.69966880678571 -23.46416855500001)
1545,2837,são paulo,SP,-23.46460041857143,-46.698630647142856,POINT (-46.69863064714286 -23.46460041857143)
1546,2839,sao paulo,SP,-23.47772567235294,-46.682868965294126,POINT (-46.68286896529413 -23.47772567235294)
1547,2839,são paulo,SP,-23.475302215,-46.68345153,POINT (-46.68345153 -23.475302215)
1548,2840,sao paulo,SP,-23.48219144206896,-46.68950901965516,POINT (-46.68950901965516 -23.48219144206896)
1549,2840,são paulo,SP,-23.482259702500002,-46.690158874999995,POINT (-46.69015887499999 -23.4822597025)
1550,2841,sao paulo,SP,-23.480108460000004,-46.686677843571424,POINT (-46.68667784357142 -23.48010846)
1551,2841,são paulo,SP,-23.47721795,-46.68433731,POINT (-46.68433731 -23.47721795)
1552,2842,sao paulo,SP,-23.475136297435895,-46.68735655628207,POINT (-46.68735655628207 -23.4751362974359)
1553,2842,são paulo,SP,-23.475391097500005,-46.6875669025,POINT (-46.6875669025 -23.4753910975)
1554,2844,sao paulo,SP,-23.471623925862065,-46.6876157686207,POINT (-46.6876157686207 -23.47162392586207)
1555,2844,são paulo,SP,-23.47167462,-46.68779325,POINT (-46.68779325 -23.47167462)
1556,2845,sao paulo,SP,-23.468134819347824,-46.692475772826086,POINT (-46.69247577282609 -23.46813481934782)
1557,2845,são paulo,SP,-23.468411551666666,-46.69196416,POINT (-46.69196416 -23.46841155166667)
1558,2846,sao paulo,SP,-23.462432725882344,-46.697717470784305,POINT (-46.6977174707843 -23.46243272588234)
1559,2846,são paulo,SP,-23.46222789083333,-46.69737671833334,POINT (-46.69737671833334 -23.46222789083333)
1560,2847,sao paulo,SP,-23.464551211714284,-46.691691745142855,POINT (-46.69169174514285 -23.46455121171428)
1561,2847,são paulo,SP,-23.465329672499998,-46.69167132,POINT (-46.69167132 -23.4653296725)
1562,2848,sao paulo,SP,-23.463882838695653,-46.689675101304346,POINT (-46.68967510130435 -23.46388283869565)
1563,2848,são paulo,SP,-23.463239334999997,-46.6908082575,POINT (-46.6908082575 -23.463239335)
1564,2849,sao paulo,SP,-23.4641114590625,-46.687245985000004,POINT (-46.687245985 -23.4641114590625)
1565,2849,são paulo,SP,-23.462943212,-46.68798204,POINT (-46.68798204 -23.462943212)
1566,2850,sao paulo,SP,-23.467637643333333,-46.67027455121211,POINT (-46.67027455121211 -23.46763764333333)
1567,2850,são paulo,SP,-23.463545250000006,-46.68233206333333,POINT (-46.68233206333333 -23.46354525000001)
1568,2851,sao paulo,SP,-23.459580744,-46.691362025250015,POINT (-46.69136202525002 -23.459580744)
1569,2851,são paulo,SP,-23.459420647500004,-46.69152407999999,POINT (-46.69152407999999 -23.4594206475)
1570,2853,sao paulo,SP,-23.45760630611111,-46.69510903055554,POINT (-46.69510903055554 -23.45760630611111)
1571,2853,são paulo,SP,-23.456544632499998,-46.694789652500006,POINT (-46.69478965250001 -23.4565446325)
1572,2854,sao paulo,SP,-23.456630553636366,-46.69753107181818,POINT (-46.69753107181818 -23.45663055363637)
1573,2854,são paulo,SP,-23.45560154,-46.69764712,POINT (-46.69764712 -23.45560154)
1574,2855,sao paulo,SP,-23.456141605272737,-46.700766059272745,POINT (-46.70076605927274 -23.45614160527274)
1575,2855,são paulo,SP,-23.456286776250003,-46.70013915375,POINT (-46.70013915375 -23.45628677625)
1576,2856,sao paulo,SP,-23.461257973124994,-46.68319466874999,POINT (-46.68319466874999 -23.46125797312499)
1577,2856,são paulo,SP,-23.47122345,-46.670576415,POINT (-46.670576415 -23.47122345)
1578,2857,sao paulo,SP,-23.70210026,-46.751399335,POINT (-46.751399335 -23.70210026)
1579,2857,são paulo,SP,-23.43751179,-46.71111583,POINT (-46.71111583 -23.43751179)
1580,2858,sao paulo,SP,-23.446338301999997,-46.702581691999995,POINT (-46.702581692 -23.446338302)
1581,2859,sao paulo,SP,-23.454520478181802,-46.70436062745454,POINT (-46.70436062745454 -23.4545204781818)
1582,2859,são paulo,SP,-23.45380726307692,-46.69430719076922,POINT (-46.69430719076922 -23.45380726307692)
1583,2860,sao paulo,SP,-23.460266072884615,-46.68621987249999,POINT (-46.68621987249999 -23.46026607288461)
1584,2860,são paulo,SP,-23.461301254000002,-46.685074734,POINT (-46.685074734 -23.461301254)
1585,2861,sao paulo,SP,-23.470840905000003,-46.67178274062499,POINT (-46.67178274062499 -23.470840905)
1586,2861,são paulo,SP,-23.47399458,-46.67260911666667,POINT (-46.67260911666667 -23.47399458)
1587,2862,sao paulo,SP,-23.475022473548385,-46.68018605096774,POINT (-46.68018605096774 -23.47502247354839)
1588,2863,sao paulo,SP,-23.473577562499997,-46.67454360375,POINT (-46.67454360375 -23.4735775625)
1589,2863,são paulo,SP,-23.47429646,-46.673503100000005,POINT (-46.6735031 -23.47429646)
1590,2864,sao paulo,SP,-23.472362053999994,-46.681605433,POINT (-46.681605433 -23.47236205399999)
1591,2864,são paulo,SP,-23.472571945,-46.682291539999994,POINT (-46.68229153999999 -23.472571945)
1592,2865,sao paulo,SP,-23.474362172666666,-46.67714331466666,POINT (-46.67714331466666 -23.47436217266667)
1593,2865,são paulo,SP,-23.475267244,-46.676314398,POINT (-46.676314398 -23.475267244)
1594,2866,sao paulo,SP,-23.467532149428575,-46.68115954914285,POINT (-46.68115954914285 -23.46753214942857)
1595,2866,são paulo,SP,-23.46855702666667,-46.679227653333335,POINT (-46.67922765333334 -23.46855702666667)
1596,2867,sao paulo,SP,-23.469196396428572,-46.68339286857143,POINT (-46.68339286857143 -23.46919639642857)
1597,2867,são paulo,SP,-23.469228100000002,-46.683803080000004,POINT (-46.68380308 -23.4692281)
1598,2870,sao paulo,SP,-23.461337113703706,-46.677231124074076,POINT (-46.67723112407408 -23.46133711370371)
1599,2870,são paulo,SP,-23.46180394,-46.67805988333333,POINT (-46.67805988333333 -23.46180394)
1600,2871,sao paulo,SP,-23.463020975909092,-46.67542435045454,POINT (-46.67542435045454 -23.46302097590909)
1601,2871,são paulo,SP,-23.46123810333333,-46.67494679333333,POINT (-46.67494679333333 -23.46123810333333)
1602,2872,sao paulo,SP,-23.462387379,-46.671493219,POINT (-46.671493219 -23.462387379)
1603,2872,são paulo,SP,-23.46233622,-46.672453945,POINT (-46.672453945 -23.46233622)
1604,2873,sao paulo,SP,-23.45683246357143,-46.68209462523811,POINT (-46.68209462523811 -23.45683246357143)
1605,2873,são paulo,SP,-23.458175323333336,-46.683860347777774,POINT (-46.68386034777777 -23.45817532333334)
1606,2874,sao paulo,SP,-23.463570184827585,-46.676195160000006,POINT (-46.67619516000001 -23.46357018482759)
1607,2874,são paulo,SP,-23.456732486,-46.677760234,POINT (-46.677760234 -23.456732486)
1608,2875,sao paulo,SP,-23.461503829444442,-46.681954303888894,POINT (-46.68195430388889 -23.46150382944444)
1609,2875,são paulo,SP,-23.4620358,-46.681769965,POINT (-46.681769965 -23.4620358)
1610,2876,sao paulo,SP,-23.459117151999997,-46.692608666,POINT (-46.692608666 -23.459117152)
1611,2877,sao paulo,SP,-23.45113347913043,-46.68034028391304,POINT (-46.68034028391304 -23.45113347913043)
1612,2877,são paulo,SP,-23.490915145000002,-46.69425913,POINT (-46.69425913 -23.490915145)
1613,2878,sao paulo,SP,-23.452017987692308,-46.68707571076924,POINT (-46.68707571076924 -23.45201798769231)
1614,2878,são paulo,SP,-23.452466235,-46.68695805,POINT (-46.68695805 -23.452466235)
1615,2879,sao paulo,SP,-23.449020021052647,-46.69771019543861,POINT (-46.69771019543861 -23.44902002105265)
1616,2879,são paulo,SP,-23.448289274999997,-46.697885292500004,POINT (-46.6978852925 -23.448289275)
1617,2880,sao paulo,SP,-23.466685516470594,-46.67214299647059,POINT (-46.67214299647059 -23.46668551647059)
1618,2880,são paulo,SP,-23.466663966,-46.672511978,POINT (-46.672511978 -23.466663966)
1619,2881,sao paulo,SP,-23.46672227105263,-46.67519411842105,POINT (-46.67519411842105 -23.46672227105263)
1620,2881,são paulo,SP,-23.466280323333336,-46.67443707,POINT (-46.67443707 -23.46628032333334)
1621,2882,sao paulo,SP,-23.47075175325581,-46.66815057860467,POINT (-46.66815057860467 -23.47075175325581)
1622,2882,são paulo,SP,-23.46990847875,-46.6677575075,POINT (-46.6677575075 -23.46990847875)
1623,2883,sao paulo,SP,-23.445583617894737,-46.70785596578948,POINT (-46.70785596578948 -23.44558361789474)
1624,2883,são paulo,SP,-23.452018828333333,-46.661167005,POINT (-46.661167005 -23.45201882833333)
1625,2888,sao paulo,SP,-23.46593153,-46.67485349,POINT (-46.67485349 -23.46593153)
1626,2908,sao paulo,SP,-23.50201415,-46.70019373,POINT (-46.70019373 -23.50201415)
1627,2909,sao paulo,SP,-23.50713262,-46.69891026,POINT (-46.69891026 -23.50713262)
1628,2910,sao paulo,SP,-23.50525382073171,-46.69947502048778,POINT (-46.69947502048778 -23.50525382073171)
1629,2910,são paulo,SP,-23.5048335325,-46.6985855475,POINT (-46.6985855475 -23.5048335325)
1630,2911,sao paulo,SP,-23.504051846000003,-46.70201057824999,POINT (-46.70201057824999 -23.504051846)
1631,2911,são paulo,SP,-23.503749390000007,-46.70245484166666,POINT (-46.70245484166666 -23.50374939000001)
1632,2912,sao paulo,SP,-23.50557392254902,-46.7086824380392,POINT (-46.7086824380392 -23.50557392254902)
1633,2912,são paulo,SP,-23.505092383750004,-46.708004793125,POINT (-46.708004793125 -23.50509238375)
1634,2913,sao paulo,SP,-23.503460180740742,-46.71284819259258,POINT (-46.71284819259258 -23.50346018074074)
1635,2913,são paulo,SP,-23.50343567,-46.71370237,POINT (-46.71370237 -23.50343567)
1636,2914,sao paulo,SP,-23.503219375151517,-46.70954335333335,POINT (-46.70954335333335 -23.50321937515152)
1637,2914,são paulo,SP,-23.50378426,-46.70976421,POINT (-46.70976421 -23.50378426)
1638,2915,sao paulo,SP,-23.49766513531251,-46.70840504343747,POINT (-46.70840504343747 -23.49766513531251)
1639,2915,são paulo,SP,-23.499884758333334,-46.70492345833333,POINT (-46.70492345833333 -23.49988475833333)
1640,2916,sao paulo,SP,-23.494620747857137,-46.713481215,POINT (-46.713481215 -23.49462074785714)
1641,2916,são paulo,SP,-23.492962455,-46.715277145,POINT (-46.715277145 -23.492962455)
1642,2917,sao paulo,SP,-23.497819332727275,-46.713105320000004,POINT (-46.71310532 -23.49781933272727)
1643,2917,são paulo,SP,-23.498210334999996,-46.71313299166667,POINT (-46.71313299166667 -23.498210335)
1644,2918,sao paulo,SP,-23.495864800749995,-46.71689519225001,POINT (-46.71689519225001 -23.49586480075)
1645,2918,são paulo,SP,-23.495755154999998,-46.716416387500004,POINT (-46.7164163875 -23.495755155)
1646,2919,sao paulo,SP,-23.499824339285713,-46.71421509023807,POINT (-46.71421509023807 -23.49982433928571)
1647,2919,são paulo,SP,-23.49261672,-46.71723336333334,POINT (-46.71723336333334 -23.49261672)
1648,2920,sao paulo,SP,-23.49015602526315,-46.72146737184211,POINT (-46.72146737184211 -23.49015602526315)
1649,2920,são paulo,SP,-23.490493035,-46.720685519999996,POINT (-46.72068552 -23.490493035)
1650,2921,sao paulo,SP,-23.488673825000003,-46.72395195833334,POINT (-46.72395195833334 -23.488673825)
1651,2921,são paulo,SP,-23.48857414,-46.72322175,POINT (-46.72322175 -23.48857414)
1652,2924,sao paulo,SP,-23.496829892,-46.708041091999995,POINT (-46.70804109199999 -23.496829892)
1653,2924,são paulo,SP,-23.502790929999996,-46.70667552,POINT (-46.70667552 -23.50279093)
1654,2925,sao paulo,SP,-23.50195527113209,-46.698497926509475,POINT (-46.69849792650948 -23.50195527113209)
1655,2925,são paulo,SP,-23.501886579999997,-46.698515971333336,POINT (-46.69851597133334 -23.50188658)
1656,2926,sao paulo,SP,-23.49995835218751,-46.701513589062486,POINT (-46.70151358906249 -23.49995835218751)
1657,2926,são paulo,SP,-23.500058314285717,-46.701778215714285,POINT (-46.70177821571428 -23.50005831428572)
1658,2927,sao paulo,SP,-23.49772531829266,-46.70367692207317,POINT (-46.70367692207317 -23.49772531829266)
1659,2927,são paulo,SP,-23.497830731538457,-46.70445723692308,POINT (-46.70445723692308 -23.49783073153846)
1660,2928,sao paulo,SP,-23.510388240555557,-46.67847487388889,POINT (-46.67847487388889 -23.51038824055556)
1661,2928,são paulo,SP,-23.495121625,-46.704998255,POINT (-46.704998255 -23.495121625)
1662,2929,sao paulo,SP,-23.49265436,-46.70644355904763,POINT (-46.70644355904763 -23.49265436)
1663,2929,são paulo,SP,-23.49303955,-46.7052288425,POINT (-46.7052288425 -23.49303955)
1664,2930,sao paulo,SP,-23.490925227894735,-46.70804475789473,POINT (-46.70804475789473 -23.49092522789473)
1665,2930,são paulo,SP,-23.49038265,-46.7075362075,POINT (-46.7075362075 -23.49038265)
1666,2931,sao paulo,SP,-23.497260395384615,-46.70943529461538,POINT (-46.70943529461538 -23.49726039538461)
1667,2931,são paulo,SP,-23.4974891125,-46.71017152499999,POINT (-46.71017152499999 -23.4974891125)
1668,2932,sao paulo,SP,-23.49083662653846,-46.71139901076923,POINT (-46.71139901076923 -23.49083662653846)
1669,2932,são paulo,SP,-23.490825452499998,-46.7116905875,POINT (-46.7116905875 -23.4908254525)
1670,2933,sao paulo,SP,-23.492841350454547,-46.71296711045455,POINT (-46.71296711045455 -23.49284135045455)
1671,2933,são paulo,SP,-23.493436745,-46.712383536666664,POINT (-46.71238353666666 -23.493436745)
1672,2934,sao paulo,SP,-23.48679393023809,-46.705468564523805,POINT (-46.70546856452381 -23.48679393023809)
1673,2934,são paulo,SP,-23.486888674,-46.70388423199999,POINT (-46.70388423199999 -23.486888674)
1674,2935,sao paulo,SP,-23.489024954090908,-46.71678495454545,POINT (-46.71678495454545 -23.48902495409091)
1675,2935,são paulo,SP,-23.4884212875,-46.7159820125,POINT (-46.7159820125 -23.4884212875)
1676,2936,sao paulo,SP,-23.48581583317073,-46.718080567073166,POINT (-46.71808056707317 -23.48581583317073)
1677,2936,são paulo,SP,-23.486440038666668,-46.717576483333325,POINT (-46.71757648333332 -23.48644003866667)
1678,2937,sao paulo,SP,-23.485022844130437,-46.72097516413042,POINT (-46.72097516413042 -23.48502284413044)
1679,2937,são paulo,SP,-23.48243281,-46.71866021,POINT (-46.71866021 -23.48243281)
1680,2938,sao paulo,SP,-23.457175228214286,-46.72216499821429,POINT (-46.72216499821429 -23.45717522821429)
1681,2938,são paulo,SP,-23.47433089333333,-46.72160720333333,POINT (-46.72160720333333 -23.47433089333333)
1682,2939,sao paulo,SP,-23.4841479275,-46.72947615875,POINT (-46.72947615875 -23.4841479275)
1683,2939,são paulo,SP,-23.481387044999998,-46.7307778425,POINT (-46.7307778425 -23.481387045)
1684,2940,sao paulo,SP,-23.480114660769228,-46.72394012692307,POINT (-46.72394012692307 -23.48011466076923)
1685,2940,são paulo,SP,-23.480796783333332,-46.72336713000001,POINT (-46.72336713000001 -23.48079678333333)
1686,2941,sao paulo,SP,-23.47868459,-46.722661498125,POINT (-46.722661498125 -23.47868459)
1687,2941,são paulo,SP,-23.479434030000004,-46.72306178,POINT (-46.72306178 -23.47943403)
1688,2942,sao paulo,SP,-23.4760883745,-46.72258784899999,POINT (-46.72258784899999 -23.4760883745)
1689,2943,sao paulo,SP,-23.476740576875002,-46.725030787499996,POINT (-46.7250307875 -23.476740576875)
1690,2943,são paulo,SP,-23.476745296666667,-46.72479617333334,POINT (-46.72479617333334 -23.47674529666667)
1691,2944,sao paulo,SP,-23.475248722142858,-46.72613091428571,POINT (-46.72613091428571 -23.47524872214286)
1692,2944,são paulo,SP,-23.47665588,-46.72522016,POINT (-46.72522016 -23.47665588)
1693,2945,sao paulo,SP,-23.48385567081082,-46.72660144378379,POINT (-46.72660144378379 -23.48385567081082)
1694,2945,são paulo,SP,-23.48270737,-46.727158679999995,POINT (-46.72715868 -23.48270737)
1695,2950,sao paulo,SP,-23.478337936428574,-46.71922151928571,POINT (-46.71922151928571 -23.47833793642857)
1696,2950,são paulo,SP,-23.47878243,-46.718970766249996,POINT (-46.71897076625 -23.47878243)
1697,2951,sao paulo,SP,-23.473648806500005,-46.72216924600001,POINT (-46.72216924600001 -23.47364880650001)
1698,2951,são paulo,SP,-23.473959800000003,-46.72171475333334,POINT (-46.72171475333334 -23.4739598)
1699,2952,sao paulo,SP,-23.47123118638889,-46.71603650666668,POINT (-46.71603650666668 -23.47123118638889)
1700,2952,são paulo,SP,-23.481135173333332,-46.69803752333334,POINT (-46.69803752333334 -23.48113517333333)
1701,2955,sao paulo,SP,-23.468046697857144,-46.720208132142865,POINT (-46.72020813214287 -23.46804669785714)
1702,2955,são paulo,SP,-23.468774293333336,-46.72046490666667,POINT (-46.72046490666667 -23.46877429333334)
1703,2956,sao paulo,SP,-23.468746083571432,-46.72269382,POINT (-46.72269382 -23.46874608357143)
1704,2956,são paulo,SP,-23.46745507,-46.72040198,POINT (-46.72040198 -23.46745507)
1705,2957,sao paulo,SP,-23.466998442941176,-46.722457924705886,POINT (-46.72245792470589 -23.46699844294118)
1706,2957,são paulo,SP,-23.466457405,-46.72232644,POINT (-46.72232644 -23.466457405)
1707,2959,sao paulo,SP,-23.493013280000003,-46.70042053125002,POINT (-46.70042053125002 -23.49301328)
1708,2959,são paulo,SP,-23.488255035,-46.697793905,POINT (-46.697793905 -23.488255035)
1709,2960,sao paulo,SP,-23.495221924848483,-46.70102830121213,POINT (-46.70102830121213 -23.49522192484848)
1710,2960,são paulo,SP,-23.49517327833333,-46.701437938333335,POINT (-46.70143793833333 -23.49517327833333)
1711,2961,sao paulo,SP,-23.492364367555567,-46.69961753511112,POINT (-46.69961753511112 -23.49236436755557)
1712,2961,são paulo,SP,-23.493632862000002,-46.699825094,POINT (-46.699825094 -23.493632862)
1713,2962,sao paulo,SP,-23.48941939432433,-46.70234585081082,POINT (-46.70234585081082 -23.48941939432433)
1714,2962,são paulo,SP,-23.489417608749996,-46.70220999375001,POINT (-46.70220999375001 -23.48941760875)
1715,2963,sao paulo,SP,-23.509874071111113,-46.6857513138889,POINT (-46.6857513138889 -23.50987407111111)
1716,2963,são paulo,SP,-23.474837946666668,-46.663707636666665,POINT (-46.66370763666666 -23.47483794666667)
1717,2964,sao paulo,SP,-23.485428793703704,-46.70555290185185,POINT (-46.70555290185185 -23.4854287937037)
1718,2964,são paulo,SP,-23.48618264,-46.70594389,POINT (-46.70594389 -23.48618264)
1719,2965,sao paulo,SP,-23.483712198113203,-46.7043629418868,POINT (-46.7043629418868 -23.4837121981132)
1720,2965,são paulo,SP,-23.483760067499997,-46.706942035,POINT (-46.706942035 -23.4837600675)
1721,2966,sao paulo,SP,-23.471160370588233,-46.70961492235294,POINT (-46.70961492235294 -23.47116037058823)
1722,2966,são paulo,SP,-23.471890093333332,-46.70925786666667,POINT (-46.70925786666667 -23.47189009333333)
1723,2967,sao paulo,SP,-23.481046764444446,-46.70407930305556,POINT (-46.70407930305556 -23.48104676444445)
1724,2967,são paulo,SP,-23.480761167999997,-46.704709664,POINT (-46.704709664 -23.480761168)
1725,2968,sao paulo,SP,-23.479388206666666,-46.707677647333334,POINT (-46.70767764733333 -23.47938820666667)
1726,2968,são paulo,SP,-23.47786932,-46.707608805,POINT (-46.707608805 -23.47786932)
1727,2969,sao paulo,SP,-23.49249556958334,-46.71051950291666,POINT (-46.71051950291666 -23.49249556958334)
1728,2969,são paulo,SP,-23.4815758,-46.713232899999994,POINT (-46.71323289999999 -23.4815758)
1729,2970,sao paulo,SP,-23.482700802307697,-46.71491367307692,POINT (-46.71491367307692 -23.4827008023077)
1730,2970,são paulo,SP,-23.483332593333333,-46.715009820000006,POINT (-46.71500982000001 -23.48333259333333)
1731,2971,sao paulo,SP,-23.484885765263158,-46.70819443789475,POINT (-46.70819443789475 -23.48488576526316)
1732,2971,são paulo,SP,-23.48481047,-46.71073145,POINT (-46.71073145 -23.48481047)
1733,2972,sao paulo,SP,-23.480980521111107,-46.71056219333333,POINT (-46.71056219333333 -23.48098052111111)
1734,2972,são paulo,SP,-23.4827553,-46.71030281,POINT (-46.71030281 -23.4827553)
1735,2975,sao paulo,SP,-23.47814835816327,-46.71133664857141,POINT (-46.71133664857141 -23.47814835816327)
1736,2975,são paulo,SP,-23.47784581,-46.711784673333334,POINT (-46.71178467333333 -23.47784581)
1737,2976,sao paulo,SP,-23.475852531851842,-46.71581202277776,POINT (-46.71581202277776 -23.47585253185184)
1738,2976,são paulo,SP,-23.477706072,-46.715665886000004,POINT (-46.715665886 -23.477706072)
1739,2977,sao paulo,SP,-23.470745979482757,-46.71443522724137,POINT (-46.71443522724137 -23.47074597948276)
1740,2977,são paulo,SP,-23.471078161666668,-46.71439239166667,POINT (-46.71439239166667 -23.47107816166667)
1741,2978,sao paulo,SP,-23.473633935625003,-46.706790649999995,POINT (-46.70679064999999 -23.473633935625)
1742,2978,são paulo,SP,-23.473514283333333,-46.70699668666666,POINT (-46.70699668666666 -23.47351428333333)
1743,2979,sao paulo,SP,-23.476316093846155,-46.69590805807694,POINT (-46.69590805807694 -23.47631609384615)
1744,2979,são paulo,SP,-23.474752651666666,-46.707483741666664,POINT (-46.70748374166666 -23.47475265166667)
1745,2981,sao paulo,SP,-23.45996493,-46.71729208888889,POINT (-46.71729208888889 -23.45996493)
1746,2981,são paulo,SP,-23.460318,-46.7168445,POINT (-46.7168445 -23.460318)
1747,2982,sao paulo,SP,-23.454162424285716,-46.71579115571428,POINT (-46.71579115571428 -23.45416242428572)
1748,2982,são paulo,SP,-23.45651771,-46.71694588,POINT (-46.71694588 -23.45651771)
1749,2983,sao paulo,SP,-23.450576464,-46.718313224999996,POINT (-46.718313225 -23.450576464)
1750,2983,são paulo,SP,-23.460054215,-46.721269275,POINT (-46.721269275 -23.460054215)
1751,2984,sao paulo,SP,-23.444851776153843,-46.72050561153846,POINT (-46.72050561153846 -23.44485177615384)
1752,2984,são paulo,SP,-23.445973690000002,-46.72086252,POINT (-46.72086252 -23.44597369)
1753,2985,sao paulo,SP,-23.44213154,-46.71958652285714,POINT (-46.71958652285714 -23.44213154)
1754,2985,são paulo,SP,-23.441577350000003,-46.718597224999996,POINT (-46.718597225 -23.44157735)
1755,2986,sao paulo,SP,-23.434648563333337,-46.71487018333334,POINT (-46.71487018333334 -23.43464856333334)
1756,2986,são paulo,SP,-23.43203502,-46.71330567,POINT (-46.71330567 -23.43203502)
1757,2987,sao paulo,SP,-23.436106847407405,-46.70383548111111,POINT (-46.70383548111111 -23.43610684740741)
1758,2987,são paulo,SP,-23.429695505999998,-46.713511542,POINT (-46.713511542 -23.429695506)
1759,2988,são paulo,SP,-23.60844355,-46.74037146,POINT (-46.74037146 -23.60844355)
1760,2989,sao paulo,SP,-23.433560684838714,-46.72096620677416,POINT (-46.72096620677416 -23.43356068483871)
1761,2989,são paulo,SP,-23.43688879,-46.72082833,POINT (-46.72082833 -23.43688879)
1762,2990,sao paulo,SP,-23.446811535737723,-46.72767475163936,POINT (-46.72767475163936 -23.44681153573772)
1763,2990,são paulo,SP,-23.4294607225,-46.72687958625,POINT (-46.72687958625 -23.4294607225)
1764,2991,sao paulo,SP,-23.43629977216867,-46.72703345674698,POINT (-46.72703345674698 -23.43629977216867)
1765,2991,são paulo,SP,-23.439071159230767,-46.7289749123077,POINT (-46.7289749123077 -23.43907115923077)
1766,2992,sao paulo,SP,-23.448814797000004,-46.728866116,POINT (-46.728866116 -23.448814797)
1767,2992,são paulo,SP,-23.448859926666664,-46.72808036111111,POINT (-46.72808036111111 -23.44885992666666)
1768,2993,sao paulo,SP,-23.45400003296297,-46.731893675185184,POINT (-46.73189367518518 -23.45400003296297)
1769,2993,são paulo,SP,-23.453731448888888,-46.73182615777778,POINT (-46.73182615777778 -23.45373144888889)
1770,2994,sao paulo,SP,-23.457167740000003,-46.734708069166665,POINT (-46.73470806916666 -23.45716774)
1771,2994,são paulo,SP,-23.457041099999998,-46.735656465,POINT (-46.735656465 -23.4570411)
1772,2995,sao paulo,SP,-23.44445466092307,-46.73890111615384,POINT (-46.73890111615384 -23.44445466092307)
1773,2995,são paulo,SP,-23.44295022444444,-46.73962089444444,POINT (-46.73962089444444 -23.44295022444444)
1774,2996,sao paulo,SP,-23.44203620608696,-46.739272013695654,POINT (-46.73927201369565 -23.44203620608696)
1775,2996,são paulo,SP,-23.440400447777776,-46.74143931555556,POINT (-46.74143931555556 -23.44040044777778)
1776,2997,sao paulo,SP,-23.5352707225,-46.6806512725,POINT (-46.6806512725 -23.5352707225)
